"","query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species.group","species","subspecies","varietas"
"Taxa01367","Taxa01367","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"Taxa01368","Taxa01368","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","","","","","","","",""
"Taxa01369","Taxa01369","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa01370","Taxa01370","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","","","","",""
"Taxa01371","Taxa01371","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Punctulariaceae","","","Punctulariopsis","","","",""
"Taxa01372","Taxa01372","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Hymenochaetaceae","","","Fuscoporia","","Fuscoporia viticola","",""
"Taxa01373","Taxa01373","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa01374","Taxa01374","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Cladosporiaceae","","","Rachicladosporium","","","",""
"Taxa01375","Taxa01375","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Tetraplosphaeriaceae","","","","","","",""
"Taxa01376","Taxa01376","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01377","Taxa01377","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01378","Taxa01378","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","","","","","","","",""
"Taxa01379","Taxa01379","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Clavariaceae","","","Mucronella","","","",""
"Taxa01380","Taxa01380","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco02","",""
"Taxa01381","Taxa01381","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Lachnocladiaceae","","","Vararia","","Vararia minidichophysa","","Vararia minidichophysa var. amygdalispora"
"Taxa01382","Taxa01382","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","","","","","","","",""
"Taxa01383","Taxa01383","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Clavariaceae","","","Mucronella","","","",""
"Taxa01384","Taxa01384","Eukaryota","","","","","","Cercomonadida","","Cercomonadidae","","","Paracercomonas","","","",""
"Taxa01385","Taxa01385","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Hygrophoraceae","","","","","","",""
"Taxa01386","Taxa01386","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Sebacinales","","Sebacinaceae","","","","","","",""
"Taxa01387","Taxa01387","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Rhynchogastremataceae","","","Papiliotrema","","","",""
"Taxa01388","Taxa01388","","","","","","","","","","","","","","","",""
"Taxa01389","Taxa01389","","","","","","","","","","","","","","","",""
"Taxa01390","Taxa01390","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Geastrumia","","Geastrumia polystigmatis","",""
"Taxa01391","Taxa01391","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Sordariomycetidae","Chaetosphaeriales","","Chaetosphaeriaceae","","","Dinemasporium","","","",""
"Taxa01392","Taxa01392","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Periconiaceae","","","Periconia","","","",""
"Taxa01393","Taxa01393","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Trechisporales","","Hydnodontaceae","","","Sistotremastrum","","","",""
"Taxa01394","Taxa01394","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa01395","Taxa01395","Eukaryota","","","","Oomycetes","","Pythiales","","Pythiaceae","","","Pythium","","Pythium inflatum","",""
"Taxa01396","Taxa01396","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Bionectriaceae","","","Clonostachys","","","",""
"Taxa01397","Taxa01397","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","","","","","","","","","",""
"Taxa01398","Taxa01398","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa01399","Taxa01399","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa01400","Taxa01400","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Filobasidiales","","Filobasidiaceae","","","Filobasidium","","","",""
"Taxa01401","Taxa01401","","","","","","","","","","","","","","","",""
"Taxa01402","Taxa01402","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Hypoxylaceae","","","Hypoxylon","","Hypoxylon monticulosum","",""
"Taxa01403","Taxa01403","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01404","Taxa01404","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa01405","Taxa01405","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa01406","Taxa01406","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01407","Taxa01407","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa01408","Taxa01408","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa01409","Taxa01409","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01410","Taxa01410","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","","","","",""
"Taxa01411","Taxa01411","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa01412","Taxa01412","","","","","","","","","","","","","","","",""
"Taxa01413","Taxa01413","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa01414","Taxa01414","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa01415","Taxa01415","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","Ceratobasidium","","","",""
"Taxa01416","Taxa01416","","","","","","","","","","","","","","","",""
"Taxa01417","Taxa01417","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01418","Taxa01418","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Dissoconiaceae","","","Uwebraunia","","Uwebraunia dekkeri","",""
"Taxa01419","Taxa01419","","","","","","","","","","","","","","","",""
"Taxa01420","Taxa01420","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa01421","Taxa01421","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Cantharellales","","Ceratobasidiaceae","","","Ceratobasidium","","","",""
"Taxa01422","Taxa01422","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Thyridariaceae","","","Roussoella","","","",""
"Taxa01423","Taxa01423","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa01424","Taxa01424","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","Retiarius","","","",""
"Taxa01425","Taxa01425","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","Phoma","","","",""
"Taxa01426","Taxa01426","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa01427","Taxa01427","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa01428","Taxa01428","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","Agaricostilbales","","Agaricostilbaceae","","","","","","",""
"Taxa01429","Taxa01429","","","","","","","","","","","","","","","",""
"Taxa01430","Taxa01430","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","","","","","","","",""
"Taxa01431","Taxa01431","","","","","","","","","","","","","","","",""
"Taxa01432","Taxa01432","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Pseudocercospora","","","",""
"Taxa01433","Taxa01433","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Zymoseptoria","","Zymoseptoria verkleyi","",""
"Taxa01434","Taxa01434","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"Taxa01435","Taxa01435","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Agaricales","","Clavariaceae","","","Mucronella","","","",""
"Taxa01436","Taxa01436","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","Aspergillaceae","","","Penicillium","","","",""
"Taxa01437","Taxa01437","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","","","","Curvibasidium","","Curvibasidium cygneicollum","",""
"Taxa01438","Taxa01438","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01439","Taxa01439","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"Taxa01440","Taxa01440","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Exidiaceae","","","","","","",""
"Taxa01441","Taxa01441","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","","","","","","Curvibasidium","","","",""
"Taxa01442","Taxa01442","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa01443","Taxa01443","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycetes","","Septobasidiales","","Septobasidiaceae","","","Septobasidium","","","",""
"Taxa01444","Taxa01444","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","Neocatenulostroma","","","",""
"Taxa01445","Taxa01445","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa01446","Taxa01446","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa01447","Taxa01447","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Nectriaceae","","","Fusarium","","","",""
"Taxa01448","Taxa01448","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco01","",""
"Taxa01449","Taxa01449","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Hannaella","","Hannaella luteola","",""
"Taxa01450","Taxa01450","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01451","Taxa01451","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","","","","","","","","","",""
"Taxa01452","Taxa01452","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","Catenulostroma","","","",""
"Taxa01453","Taxa01453","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01454","Taxa01454","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa01455","Taxa01455","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01456","Taxa01456","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa01457","Taxa01457","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa01458","Taxa01458","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa01459","Taxa01459","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01460","Taxa01460","Eukaryota","Fungi","Dikarya","Ascomycota","Leotiomycetes","","Rhytismatales","","Rhytismataceae","","","","","","",""
"Taxa01461","Taxa01461","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Corticiales","","Corticiaceae","","","Sistotrema","","","",""
"Taxa01462","Taxa01462","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","Erythrobasidiales","","","","","Hasegawazyma","","Hasegawazyma lactosa","",""
"Taxa01463","Taxa01463","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa01464","Taxa01464","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Hypocreaceae","","","Trichoderma","","","",""
"Taxa01465","Taxa01465","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","Meruliaceae","","","Phlebia","","Phlebia livida","Phlebia livida subsp. tuberculata",""
"Taxa01466","Taxa01466","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01467","Taxa01467","","","","","","","","","","","","","","","",""
"Taxa01468","Taxa01468","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","Hyaloriaceae","","","Stypella","","Stypella vermiformis","",""
"Taxa01469","Taxa01469","","","","","","","","","","","","","","","",""
"Taxa01470","Taxa01470","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Morosphaeriaceae","","","Acrocalymma","","","",""
"Taxa01471","Taxa01471","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa01472","Taxa01472","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","","","","","","","","","","",""
"Taxa01473","Taxa01473","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Trichosporonales","","Trichosporonaceae","","","Cutaneotrichosporon","","Cutaneotrichosporon debeurmannianum","",""
"Taxa01474","Taxa01474","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco02","",""
"Taxa01475","Taxa01475","","","","","","","","","","","","","","","",""
"Taxa01476","Taxa01476","","","","","","","","","","","","","","","",""
"Taxa01477","Taxa01477","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","","","","","","","",""
"Taxa01478","Taxa01478","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Nectriaceae","","","Fusarium","","","",""
"Taxa01479","Taxa01479","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","","","","","","","","","","",""
"Taxa01480","Taxa01480","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Massarineae","Didymosphaeriaceae","","","Paraphaeosphaeria","","","",""
"Taxa01481","Taxa01481","","","","","","","","","","","","","","","",""
"Taxa01482","Taxa01482","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Stachybotryaceae","","","","","","",""
"Taxa01483","Taxa01483","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01484","Taxa01484","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Polyporales","","","","","","","","",""
"Taxa01485","Taxa01485","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","Devriesia","","Devriesia strelitziicola","",""
"Taxa01486","Taxa01486","","","","","","","","","","","","","","","",""
"Taxa01487","Taxa01487","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","","","","",""
"Taxa01488","Taxa01488","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa01489","Taxa01489","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","","Teichosporaceae","","","Teichospora","","","",""
"Taxa01490","Taxa01490","Eukaryota","Fungi","Dikarya","Basidiomycota","Atractiellomycetes","","Atractiellales","","Helicogloeaceae","","","Helicogloea","","","",""
"Taxa01491","Taxa01491","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","Agaricomycetidae","Boletales","Boletineae","Boletaceae","Leccinoideae","","Retiboletus","","Retiboletus sinensis","",""
"Taxa01492","Taxa01492","Eukaryota","","","","","","Cercomonadida","","Cercomonadidae","","","Paracercomonas","","","",""
"Taxa01493","Taxa01493","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
