"query","superkingdom","kingdom","subkingdom","phylum","superclass","class","subclass","infraclass","superorder","order","suborder","infraorder","parvorder","superfamily","family","subfamily","tribe","genus","subgenus","species"
"Taxa00822","Eukaryota","","","","","","","","","","","","","","Vannellidae","","","","",""
"Taxa00823","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00824","Eukaryota","","","Apicomplexa","","Conoidasida","Gregarinasina","","","","","","","","","","","","",""
"Taxa00825","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00826","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00827","Bacteria","","","Proteobacteria","","Alphaproteobacteria","","","","","","","","","","","","","",""
"Taxa00828","","","","","","","","","","","","","","","","","","","",""
"Taxa00829","Eukaryota","","","Bacillariophyta","","Coscinodiscophyceae","Thalassiosirophycidae","","","Thalassiosirales","","","","","Stephanodiscaceae","","","Cyclotella","",""
"Taxa00830","Bacteria","","","Verrucomicrobia","","Opitutae","","","","Opitutales","","","","","Opitutaceae","","","Opitutus","","uncultured Opitutus sp."
"Taxa00831","Eukaryota","","","Euglenida","","","","","","Euglenales","","","","","Euglenaceae","","","Euglena","","Euglena agilis"
"Taxa00832","","","","","","","","","","","","","","","","","","","",""
"Taxa00833","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricostilbomycetes","","","","Agaricostilbales","","","","","Kondoaceae","","","Kondoa","",""
"Taxa00834","Eukaryota","","","","","","","","","Arcellinida","","","","","","","","","",""
"Taxa00835","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00836","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00837","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","","","","","",""
"Taxa00838","","","","","","","","","","","","","","","","","","","",""
"Taxa00839","Eukaryota","","","","","","","","","Protosteliales","","","","","Protosteliaceae","","","Protostelium","","Protostelium mycophagum"
"Taxa00840","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00841","Eukaryota","","","","","Chrysophyceae","","","","","","","","","","","","","",""
"Taxa00842","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00843","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00844","Eukaryota","","","","","","","","","Protosteliales","","","","","","","","","",""
"Taxa00845","Eukaryota","Viridiplantae","","Chlorophyta","","Trebouxiophyceae","","","","","","","","","","","","","",""
"Taxa00846","Eukaryota","Fungi","","Zoopagomycota","","Entomophthoromycetes","","","","Entomophthorales","","","","","Entomophthoraceae","","","Entomophthora","",""
"Taxa00847","","","","","","","","","","","","","","","","","","","",""
"Taxa00848","Eukaryota","","","","","","","","","","","","","","Vannellidae","","","","",""
"Taxa00849","","","","","","","","","","","","","","","","","","","",""
"Taxa00850","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscoidea","Dytiscidae","","","","",""
"Taxa00851","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00852","Eukaryota","","","","","","","","","Longamoebia","","","","","","","","Mayorella","","Mayorella sp."
"Taxa00853","Eukaryota","","","Euglenida","","","","","","Euglenales","","","","","","","","","",""
"Taxa00854","","","","","","","","","","","","","","","","","","","",""
"Taxa00855","","","","","","","","","","","","","","","","","","","",""
"Taxa00856","Eukaryota","","","","","","","","","Choanoflagellida","","","","","","","","","",""
"Taxa00857","Eukaryota","","","","","","","","","","","","","","","","","Darbyshirella","",""
"Taxa00858","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00859","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00860","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00861","Eukaryota","","","","","","","","","Cercomonadida","","","","","Cercomonadidae","","","","",""
"Taxa00862","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","","","","","","","","","","",""
"Taxa00863","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","Desulfobacterales","","","","","","","","","",""
"Taxa00864","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00865","","","","","","","","","","","","","","","","","","","",""
"Taxa00866","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00867","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","","","","","","","","","","",""
"Taxa00868","Eukaryota","","","","","","","","","","","","","","","","","Gymnophrys","",""
"Taxa00869","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00870","","","","","","","","","","","","","","","","","","","",""
"Taxa00871","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00872","Eukaryota","Viridiplantae","","Chlorophyta","","Trebouxiophyceae","","","","","","","","","","","","Chloroidium","",""
"Taxa00873","Bacteria","","","Proteobacteria","","Betaproteobacteria","","","","","","","","","","","","","",""
"Taxa00874","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","Cantharellales","","","","","Tulasnellaceae","","","","",""
"Taxa00875","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00876","","","","","","","","","","","","","","","","","","","",""
"Taxa00877","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","","","","","","","","","","",""
"Taxa00878","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00879","","","","","","","","","","","","","","","","","","","",""
"Taxa00880","Eukaryota","","","","","","","","","Himatismenida","","","","","Cochliopodiidae","","","Cochliopodium","",""
"Taxa00881","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","Cantharellales","","","","","Tulasnellaceae","","","","",""
"Taxa00882","Bacteria","","","","","","","","","","","","","","","","","","",""
"Taxa00883","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00884","","","","","","","","","","","","","","","","","","","",""
"Taxa00885","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00886","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","","","","","","","","","","",""
"Taxa00887","Eukaryota","","","","","Heterolobosea","","","","","","","","","","","","","",""
"Taxa00888","Eukaryota","Fungi","Dikarya","Ascomycota","","Saccharomycetes","","","","Saccharomycetales","","","","","Dipodascaceae","","","","",""
"Taxa00889","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00890","Bacteria","","","Proteobacteria","","","","","","","","","","","","","","","",""
"Taxa00891","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","","","","Cantharellales","","","","","Tulasnellaceae","","","Tulasnella","",""
"Taxa00892","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00893","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","Desulfovibrionales","","","","","Desulfovibrionaceae","","","Desulfovibrio","","Desulfovibrio sp."
"Taxa00894","Eukaryota","Fungi","Dikarya","Ascomycota","","Leotiomycetes","","","","Helotiales","","","","","Sclerotiniaceae","","","","",""
"Taxa00895","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","","Hymenoptera","","","","","","","","","",""
"Taxa00896","Eukaryota","Metazoa","","Arthropoda","","Insecta","Pterygota","Neoptera","Amphiesmenoptera","Lepidoptera","Glossata","Neolepidoptera","Heteroneura","","","","","","",""
"Taxa00897","","","","","","","","","","","","","","","","","","","",""
"Taxa00898","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00899","Bacteria","","","Planctomycetes","","Planctomycetia","","","","Planctomycetales","","","","","","","","","",""
"Taxa00900","Eukaryota","Fungi","","Mucoromycota","","Mucoromycetes","","","","Mucorales","","","","","","","","","",""
"Taxa00901","Eukaryota","Metazoa","","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","","Eriophyoidea","Eriophyidae","Phyllocoptinae","","","",""
"Taxa00902","Eukaryota","","","","","","","","","Longamoebia","","","","","Thecamoebida","","","Stenamoeba","",""
"Taxa00903","Bacteria","","","Proteobacteria","","Deltaproteobacteria","","","","","","","","","","","","","",""
"Taxa00904","Eukaryota","","","Euglenida","","","","","","Euglenales","","","","","","","","","",""
"Taxa00905","Eukaryota","","","","","","","","","","","","","","","","","","",""
"Taxa00906","Eukaryota","Fungi","","","","","","","","","","","","","","","","","",""
"Taxa00907","Eukaryota","Fungi","Dikarya","Basidiomycota","","Agaricomycetes","Agaricomycetidae","","","Agaricales","","","","","Hygrophoraceae","","","Chrysomphalina","","Chrysomphalina chrysophylla"
