"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","tribe","genus","species"
"Taxa02030","Bacteria","","","Verrucomicrobia","","","","","","","",""
"Taxa02031","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Micropepsales","","Micropepsaceae","","Rhizomicrobium",""
"Taxa02032","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","",""
"Taxa02033","Bacteria","","","","","","","","","","",""
"Taxa02034","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Flavobacterium",""
"Taxa02035","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02036","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","","","",""
"Taxa02037","","","","","","","","","","","",""
"Taxa02038","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","Sphingobacteriaceae","","",""
"Taxa02039","Eukaryota","Viridiplantae","","Chlorophyta","Trebouxiophyceae","","Chlorellales","","Chlorellaceae","","",""
"Taxa02040","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02041","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02042","Bacteria","","","Verrucomicrobia","Spartobacteria","","Chthoniobacterales","","Chthoniobacteraceae","","Chthoniobacter",""
"Taxa02043","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","","","",""
"Taxa02044","Bacteria","","","Bacteroidetes","Sphingobacteriia","","Sphingobacteriales","","","","",""
"Taxa02045","Eukaryota","","","","","","","","","","",""
"Taxa02046","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","","","",""
"Taxa02047","Bacteria","","","","","","","","","","",""
"Taxa02048","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","Roseomonas",""
"Taxa02049","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","",""
"Taxa02050","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Intrasporangiaceae","","",""
"Taxa02051","Archaea","","","Euryarchaeota","Methanococci","","Methanococcales","","Methanococcaceae","","Methanothermococcus","uncultured Methanothermococcus sp."
"Taxa02052","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02053","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Methylobacteriaceae","","Methylobacterium",""
"Taxa02054","Bacteria","","","Acidobacteria","Acidobacteriia","","Bryobacterales","","Solibacteraceae","","Candidatus Solibacter","uncultured Candidatus Solibacter sp."
"Taxa02055","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","",""
"Taxa02056","Bacteria","","","","","","","","","","",""
"Taxa02057","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02058","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","Methylophilaceae","","",""
"Taxa02059","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa02060","","","","","","","","","","","",""
"Taxa02061","Bacteria","","","Cyanobacteria","","","","","","","",""
"Taxa02062","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa02063","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa02064","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa02065","Bacteria","","","","","","","","","","",""
"Taxa02066","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa02067","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa02068","Bacteria","","","Verrucomicrobia","Spartobacteria","","Chthoniobacterales","","Chthoniobacteraceae","","Chthoniobacter",""
"Taxa02069","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Thermincola","uncultured Thermincola sp."
"Taxa02070","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter",""
"Taxa02071","Bacteria","","","","","","","","","","",""
"Taxa02072","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02073","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa02074","Bacteria","","","Firmicutes","Negativicutes","","Selenomonadales","","Sporomusaceae","","",""
"Taxa02075","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02076","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa02077","","","","","","","","","","","",""
"Taxa02078","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02079","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Enterobacterales","","","","",""
"Taxa02080","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa02081","Bacteria","","","Planctomycetes","Candidatus Brocadiae","","Candidatus Brocadiales","","Candidatus Brocadiaceae","","Candidatus Kuenenia","Candidatus Kuenenia stuttgartiensis"
"Taxa02082","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa02083","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rickettsiales","","Rickettsiaceae","","",""
"Taxa02084","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02085","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella",""
"Taxa02086","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02087","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02088","Bacteria","","","Verrucomicrobia","Spartobacteria","","","","","","","uncultured Spartobacteria bacterium"
"Taxa02089","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa02090","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa02091","Archaea","","","Euryarchaeota","","","","","","","",""
"Taxa02092","Bacteria","","","","","","","","","","",""
"Taxa02093","Bacteria","","","Actinobacteria","Acidimicrobiia","","Acidimicrobiales","","Ilumatobacteraceae","","Ilumatobacter",""
"Taxa02094","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02095","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","",""
"Taxa02096","Bacteria","","","Actinobacteria","Actinobacteria","","","","","","",""
"Taxa02097","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","",""
"Taxa02098","Bacteria","","","Planctomycetes","","","","","","","",""
"Taxa02099","Bacteria","","","","","","","","","","",""
"Taxa02100","Bacteria","","","","","","","","","","",""
"Taxa02101","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Rhodospirillaceae","","",""
"Taxa02102","Bacteria","","","","","","","","","","",""
"Taxa02103","","","","","","","","","","","",""
"Taxa02104","","","","","","","","","","","",""
"Taxa02105","","","","","","","","","","","",""
"Taxa02106","Eukaryota","","","","","","","","","","",""
"Taxa02107","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Sphaeropleales","","Scenedesmaceae","","Acutodesmus","Acutodesmus deserticola"
"Taxa02108","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Planctomycetaceae","","Planctomyces","uncultured Planctomyces sp."
"Taxa02109","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Cellulomonadaceae","","Cellulomonas",""
"Taxa02110","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Sorangiineae","","","",""
"Taxa02111","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","","","",""
"Taxa02112","Bacteria","","","Nitrospirae","Nitrospira","","Nitrospirales","","Nitrospiraceae","","Nitrospira","uncultured Nitrospira sp."
"Taxa02113","Bacteria","","","Verrucomicrobia","Spartobacteria","","","","","","","uncultured Spartobacteria bacterium"
"Taxa02114","Archaea","","","","","","","","","","",""
"Taxa02115","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Chlamydomonadales","","Chlamydomonadaceae","","Chlamydomonas",""
"Taxa02116","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa02117","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Burkholderiaceae","","Burkholderia",""
"Taxa02118","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02119","Bacteria","","","Chlamydiae","Chlamydiia","","Parachlamydiales","","","","",""
"Taxa02120","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Cystobacterineae","","","",""
"Taxa02121","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Dehalobacterium","uncultured Dehalobacterium sp."
"Taxa02122","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","",""
"Taxa02123","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Christensenellaceae","","","uncultured Christensenellaceae bacterium"
"Taxa02124","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Alteromonadales","","Shewanellaceae","","Shewanella",""
"Taxa02125","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Micrococcaceae","","Nesterenkonia",""
"Taxa02126","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02127","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","Acidocella","uncultured Acidocella sp."
"Taxa02128","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","",""
"Taxa02129","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfosporosinus",""
"Taxa02130","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa02131","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02132","Bacteria","","","Actinobacteria","Coriobacteriia","","","","","","",""
"Taxa02133","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02134","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Dehalobacterium","uncultured Dehalobacterium sp."
"Taxa02135","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfovibrionales","","Desulfovibrionaceae","","Desulfovibrio",""
"Taxa02136","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Caulobacterales","","Caulobacteraceae","","",""
"Taxa02137","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","","uncultured gamma proteobacterium"
"Taxa02138","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa02139","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02140","Eukaryota","","","","Oomycetes","","Pythiales","","Pythiaceae","","",""
"Taxa02141","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa02142","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","","","",""
"Taxa02143","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02144","Bacteria","","","","","","","","","","",""
"Taxa02145","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa02146","Bacteria","","","","","","","","","","",""
"Taxa02147","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa02148","Eukaryota","Viridiplantae","","Streptophyta","","","","","","","",""
"Taxa02149","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Enterobacterales","","","","",""
"Taxa02150","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02151","","","","","","","","","","","",""
"Taxa02152","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02153","Bacteria","","","Proteobacteria","Betaproteobacteria","","Rhodocyclales","","Azonexaceae","","Dechloromonas",""
"Taxa02154","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","",""
"Taxa02155","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Methylobacteriaceae","","Methylobacterium",""
"Taxa02156","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa02157","","","","","","","","","","","",""
"Taxa02158","","","","","","","","","","","",""
"Taxa02159","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Comamonadaceae","","",""
"Taxa02160","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium",""
"Taxa02161","Bacteria","","","","","","","","","","",""
"Taxa02162","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02163","Bacteria","","","","","","","","","","",""
"Taxa02164","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","Paludibacteraceae","","Paludibacter",""
"Taxa02165","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02166","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Bacillaceae","","",""
"Taxa02167","Bacteria","","","Firmicutes","Bacilli","","Bacillales","","Bacillaceae","","",""
"Taxa02168","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Enterobacterales","","","","",""
"Taxa02169","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella","uncultured Legionella sp."
"Taxa02170","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02171","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","","uncultured gamma proteobacterium"
"Taxa02172","Bacteria","","","Proteobacteria","Oligoflexia","","Bacteriovoracales","","Bacteriovoracaceae","","Bacteriovorax",""
"Taxa02173","Bacteria","","","Cyanobacteria","","","","","","","",""
"Taxa02174","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","","","",""
"Taxa02175","Bacteria","","","","","","","","","","",""
"Taxa02176","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","Terrimonas",""
"Taxa02177","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Methylococcales","","Crenotrichaceae","","Crenothrix",""
"Taxa02178","Bacteria","","","Deinococcus-Thermus","Deinococci","","Deinococcales","","Deinococcaceae","","Deinococcus",""
"Taxa02179","Bacteria","","","","","","","","","","",""
"Taxa02180","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa02181","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","","","","uncultured planctomycete"
"Taxa02182","Bacteria","","","","","","","","","","",""
"Taxa02183","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa02184","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Cellvibrionales","","Cellvibrionaceae","","Cellvibrio",""
"Taxa02185","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","","","",""
"Taxa02186","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio",""
"Taxa02187","Bacteria","","","","","","","","","","",""
"Taxa02188","Bacteria","","","","","","","","","","",""
"Taxa02189","Bacteria","","","","","","","","","","",""
"Taxa02190","Bacteria","","","","","","","","","","",""
"Taxa02191","Bacteria","","","","","","","","","","",""
"Taxa02192","Bacteria","","","","","","","","","","",""
"Taxa02193","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02194","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","Clostridium","uncultured Clostridium sp."
"Taxa02195","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio","uncultured Bdellovibrio sp."
"Taxa02196","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa02197","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02198","Bacteria","","","Firmicutes","Negativicutes","","Selenomonadales","","Sporomusaceae","","Sporomusa",""
"Taxa02199","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfuromonadales","","Geobacteraceae","","Geobacter","uncultured Geobacter sp."
"Taxa02200","Bacteria","","","Firmicutes","Tissierellia","","","","","","",""
"Taxa02201","Bacteria","","","","","","","","","","",""
"Taxa02202","Bacteria","","","","","","","","","","",""
"Taxa02203","Bacteria","","","Bacteroidetes","Cytophagia","","Cytophagales","","Cytophagaceae","","Ohtaekwangia","uncultured Ohtaekwangia sp."
"Taxa02204","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02205","Bacteria","","","","","","","","","","",""
"Taxa02206","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella","uncultured Legionella sp."
"Taxa02207","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","Desulfitobacterium",""
"Taxa02208","","","","","","","","","","","",""
"Taxa02209","Bacteria","","","Verrucomicrobia","","","","","","","",""
"Taxa02210","Bacteria","","","Firmicutes","Bacilli","","Lactobacillales","","Lactobacillaceae","","Lactobacillus","Lactobacillus lindneri"
"Taxa02211","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Methylocystaceae","","Pleomorphomonas",""
"Taxa02212","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02213","Bacteria","","","Verrucomicrobia","Opitutae","","Opitutales","","Opitutaceae","","",""
"Taxa02214","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Cystobacterineae","Anaeromyxobacteraceae","","Anaeromyxobacter","uncultured Anaeromyxobacter sp."
"Taxa02215","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Ruminococcaceae","","Sporobacter","uncultured Sporobacter sp."
"Taxa02216","Bacteria","","","Lentisphaerae","Lentisphaeria","","Victivallales","","Victivallaceae","","Victivallis","uncultured Victivallis sp."
"Taxa02217","Bacteria","","","","","","","","","","",""
"Taxa02218","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Micrococcaceae","","",""
"Taxa02219","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02220","","","","","","","","","","","",""
"Taxa02221","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","","","",""
"Taxa02222","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Peptococcaceae","","",""
"Taxa02223","Bacteria","","","","","","","","","","",""
"Taxa02224","Bacteria","","","Actinobacteria","Actinobacteria","","Micrococcales","","Promicromonosporaceae","","",""
"Taxa02225","Bacteria","","","Proteobacteria","Oligoflexia","","Bdellovibrionales","","Bdellovibrionaceae","","Bdellovibrio",""
"Taxa02226","Bacteria","","","Bacteroidetes","Bacteroidia","","Bacteroidales","","Dysgonamonadaceae","","Dysgonomonas",""
"Taxa02227","Eukaryota","","","","","","","","","","",""
"Taxa02228","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa02229","Eukaryota","","","","","","","","","","",""
"Taxa02230","Bacteria","","","Cyanobacteria","","","","","","","",""
"Taxa02231","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhizobiales","","Rhizobiaceae","","Rhizobium",""
"Taxa02232","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02233","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa02234","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Isosphaeraceae","","Singulisphaera","uncultured Singulisphaera sp."
"Taxa02235","Bacteria","","","Firmicutes","Negativicutes","","Selenomonadales","","Sporomusaceae","","Pelosinus",""
"Taxa02236","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02237","Eukaryota","","","","","","","","","","",""
"Taxa02238","","","","","","","","","","","",""
"Taxa02239","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfobacterales","","Desulfobulbaceae","","",""
"Taxa02240","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","",""
"Taxa02241","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","","","",""
"Taxa02242","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Desulfovibrionales","","Desulfovibrionaceae","","Desulfovibrio",""
"Taxa02243","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Cystobacterineae","","","",""
"Taxa02244","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02245","Bacteria","","","","","","","","","","",""
"Taxa02246","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Gemmataceae","","Zavarzinella",""
"Taxa02247","Eukaryota","","","","","","","","","","",""
"Taxa02248","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Pseudomonadales","","Pseudomonadaceae","","Pseudomonas",""
"Taxa02249","Bacteria","","","","","","","","","","",""
"Taxa02250","Bacteria","","","Proteobacteria","Deltaproteobacteria","","Myxococcales","Cystobacterineae","Archangiaceae","","",""
"Taxa02251","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Planctomycetaceae","","Planctomyces","uncultured Planctomyces sp."
"Taxa02252","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","","uncultured delta proteobacterium"
"Taxa02253","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02254","Archaea","","","","","","","","","","",""
"Taxa02255","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Coxiellaceae","","","uncultured Coxiellaceae bacterium"
"Taxa02256","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02257","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02258","Bacteria","","","Proteobacteria","Betaproteobacteria","","","","","","",""
"Taxa02259","Bacteria","","","Verrucomicrobia","Verrucomicrobiae","","","","","","",""
"Taxa02260","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02261","Bacteria","","","","","","","","","","",""
"Taxa02262","Archaea","","","Euryarchaeota","Methanomicrobia","","Methanocellales","","Methanocellaceae","","Methanocella",""
"Taxa02263","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Legionellales","","Legionellaceae","","Legionella",""
"Taxa02264","Bacteria","","","","","","","","","","",""
"Taxa02265","Bacteria","","","","","","","","","","",""
"Taxa02266","Bacteria","","","","","","","","","","",""
"Taxa02267","Bacteria","","","Acidobacteria","Acidobacteriia","","Acidobacteriales","","","","",""
"Taxa02268","","","","","","","","","","","",""
"Taxa02269","Eukaryota","Viridiplantae","","Streptophyta","Chlorokybophyceae","","Chlorokybales","","Chlorokybaceae","","Chlorokybus","Chlorokybus atmophyticus"
"Taxa02270","Eukaryota","Viridiplantae","","Streptophyta","Polypodiopsida","Equisetidae","Equisetales","","Equisetaceae","","Equisetum",""
"Taxa02271","Eukaryota","Viridiplantae","","Streptophyta","Zygnemophyceae","","Desmidiales","","Desmidiaceae","","",""
"Taxa02272","Bacteria","","","Bacteroidetes","Chitinophagia","","Chitinophagales","","Chitinophagaceae","","",""
"Taxa02273","Bacteria","","","Proteobacteria","Betaproteobacteria","","Nitrosomonadales","","","","",""
"Taxa02274","Bacteria","","","Cyanobacteria","","Oscillatoriophycideae","Chroococcales","","Cyanobacteriaceae","","Cyanobacterium","uncultured Cyanobacterium sp."
"Taxa02275","Bacteria","","","","","","","","","","",""
"Taxa02276","Bacteria","","","Firmicutes","Negativicutes","","Selenomonadales","","Sporomusaceae","","",""
"Taxa02277","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa02278","Bacteria","","","Elusimicrobia","","","","","","","",""
"Taxa02279","Bacteria","","","","","","","","","","",""
"Taxa02280","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","","","",""
"Taxa02281","Bacteria","","","","","","","","","","",""
"Taxa02282","Bacteria","","","","","","","","","","",""
"Taxa02283","Bacteria","","","Gemmatimonadetes","Gemmatimonadetes","","Gemmatimonadales","","Gemmatimonadaceae","","Gemmatimonas","uncultured Gemmatimonas sp."
"Taxa02284","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Rhodospirillales","","Acetobacteraceae","","",""
"Taxa02285","Bacteria","","","Cyanobacteria","","","","","","","",""
"Taxa02286","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","","uncultured Alphaproteobacteria bacterium"
"Taxa02287","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02288","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","",""
"Taxa02289","Bacteria","","","Planctomycetes","Planctomycetia","","Planctomycetales","","Planctomycetaceae","","",""
"Taxa02290","Bacteria","","","Bacteroidetes","Flavobacteriia","","Flavobacteriales","","Flavobacteriaceae","","Flavobacterium",""
"Taxa02291","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","","","",""
"Taxa02292","","","","","","","","","","","",""
"Taxa02293","Bacteria","","","Firmicutes","","","","","","","",""
"Taxa02294","Bacteria","","","Proteobacteria","Alphaproteobacteria","","","","","","",""
"Taxa02295","","","","","","","","","","","",""
"Taxa02296","Eukaryota","Viridiplantae","","Chlorophyta","Chlorophyceae","","Sphaeropleales","","","","",""
"Taxa02297","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Sphingomonadales","","Sphingomonadaceae","","Sphingomonas",""
"Taxa02298","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Clostridiaceae","","",""
"Taxa02299","Eukaryota","","","","","","","","","","",""
"Taxa02300","Bacteria","","","Proteobacteria","Betaproteobacteria","","Burkholderiales","","Oxalobacteraceae","","",""
"Taxa02301","Bacteria","","","Proteobacteria","Gammaproteobacteria","","Cellvibrionales","","Cellvibrionaceae","","Cellvibrio",""
"Taxa02302","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02303","Bacteria","","","Actinobacteria","Coriobacteriia","","Coriobacteriales","","Coriobacteriaceae","","","uncultured Coriobacteriaceae bacterium"
"Taxa02304","Bacteria","","","Firmicutes","Clostridia","","Clostridiales","","Syntrophomonadaceae","","Syntrophomonas",""
"Taxa02305","Archaea","","","Euryarchaeota","Methanobacteria","","Methanobacteriales","","Methanobacteriaceae","","Methanobacterium","uncultured Methanobacterium sp."
"Taxa02306","Bacteria","","","Proteobacteria","","","","","","","",""
"Taxa02307","Bacteria","","","","","","","","","","",""
"Taxa02308","Bacteria","","","Firmicutes","Bacilli","","","","","","",""
"Taxa02309","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02310","Bacteria","","","Bacteroidetes","","","","","","","",""
"Taxa02311","Bacteria","","","","","","","","","","",""
"Taxa02312","Bacteria","","","","","","","","","","",""
"Taxa02313","Bacteria","","","Proteobacteria","Alphaproteobacteria","","Holosporales","","Candidatus Paracaedibacteraceae","","",""
"Taxa02314","Bacteria","","","Proteobacteria","Deltaproteobacteria","","","","","","",""
"Taxa02315","Bacteria","","","","","","","","","","",""
"Taxa02316","Bacteria","","","","","","","","","","",""
"Taxa02317","Bacteria","","","Proteobacteria","Gammaproteobacteria","","","","","","","uncultured gamma proteobacterium"
